"HumanGene","GammadeltaTcells_Daudi_Gammadelta_posscore","GammadeltaTcells_Daudi_Gammadelta_posrank","GammadeltaTcells_Daudi_Gammadelta_negscore","GammadeltaTcells_Daudi_Gammadelta_negrank"
"MAST1",0.27912,7492,0.643,9002
"MAST2",0.015647,1274,0.92619,15168
"MAST3",0.44792,9822,0.71247,10006
"MAST4",0.10742,4343,0.99313,17579
"MASTL",0.92513,14765,0.00086158,1598
"MAT1A",0.17325,5985,0.93067,15322
"MAT2A",0.99998,17488,1.8236e-05,613
"MAT2B",0.39394,9063,0.39164,6266
"MATK",0.59996,11190,0.35229,5740
"MATN1",0.43119,9576,0.7265,10246
"MATN2",0.26618,7318,0.82848,12325
"MATN3",0.10369,4258,0.25471,4730
"MATN4",0.08721,3841,0.86624,13379
"MATR3",0.99813,16550,0.0018734,1828
"MAU2",0.63611,11442,0.00045118,1399
"MAVS",0.96322,15427,0.69566,9741
"MAX",0.97406,15663,6.8052e-07,173
"MAZ",0.28188,7519,0.67449,9397
"MB",0.91039,14534,0.13297,3764
"MB21D1",0.72875,12196,0.77254,11076
"MB21D2",0.030466,2112,0.78325,11291
"MBD1",0.0024844,417,0.96444,16448
"MBD2",0.015005,1227,0.92197,15024
"MBD3",0.001554,299,0.59073,8427
"MBD3L1",0.0080966,813,0.73051,10314
"MBD3L3",0.75444,12433,0.24556,4657
"MBD4",0.053901,2936,0.60205,8540
"MBD5",0.42593,9490,0.89732,14286
"MBD6",0.943,15065,0.15358,4011
"MBIP",0.9938,16253,0.004037,1988
"MBL2",0.058673,3083,0.55517,8114
"MBLAC1",0.71864,12111,0.017519,2445
"MBLAC2",0.78348,12745,0.75485,10753
"MBNL1",0.99936,16792,0.00063768,1502
"MBNL2",0.018856,1468,0.73791,10440
"MBNL3",0.0070616,742,0.9406,15644
"MBOAT1",0.17344,5989,0.54355,8019
"MBOAT2",0.96498,15476,0.25437,4728
"MBOAT4",0.028311,1977,0.77061,11036
"MBOAT7",0.98933,16081,0.030466,2740
"MBP",0.0086976,847,0.93184,15353
"MBTD1",0.076583,3570,0.80869,11815
"MBTPS1",0.99966,16916,0.00034167,1309
"MBTPS2",0.99386,16256,0.0011168,1666
"MC1R",0.091797,3957,0.55914,8143
"MC2R",0.0023946,408,0.99761,17809
"MC3R",0.04093,2555,0.44029,6954
"MC4R",0.24192,6994,0.15553,4043
"MC5R",0.8289,13299,0.95404,16090
"MCAM",0.14146,5221,0.99232,17549
"MCAT",0.91776,14640,0.0011284,1667
"MCC",0.077454,3593,0.9469,15846
"MCCC1",0.13356,5010,0.60055,8523
"MCCC2",0.21482,6647,0.92283,15059
"MCCD1",0.95695,15317,0.094664,3342
"MCEE",0.0085235,832,0.96962,16642
"MCF2",0.31543,7959,0.85005,12936
"MCF2L",0.31429,7946,0.77692,11158
"MCF2L2",0.036009,2403,0.52913,7907
"MCFD2",0.074176,3513,0.59967,8517
"MCHR1",0.013309,1125,0.97597,16880
"MCHR2",0.009788,908,0.88579,13925
"MCIDAS",0.002536,420,0.51178,7774
"MCL1",0.9999,17158,0.0001041,1010
"MCM10",0.37986,8870,0.39063,6252
"MCM2",1,17777,1.9294e-06,265
"MCM3",0.12309,4745,3.5721e-06,332
"MCM3AP",0.97966,15794,0.003961,1983
"MCM4",0.99642,16398,0.010405,2245
"MCM5",0.99999,17668,5.383e-06,394
"MCM6",0.99998,17505,1.6539e-05,592
"MCM7",1,17875,4.9221e-07,153
"MCM8",0.88535,14140,0.024722,2631
"MCM9",0.99697,16444,0.0035111,1958
"MCMBP",0.24628,7059,0.00010571,1015
"MCMDC2",0.89378,14259,0.15028,3977
"MCOLN1",0.1759,6041,0.76253,10894
"MCOLN2",0.0079226,801,0.99143,17503
"MCOLN3",0.063936,3244,0.88281,13826
"MCPH1",0.69974,11949,0.021347,2556
"MCRS1",1,17788,1.694e-06,247
"MCTP1",0.02206,1646,0.82201,12142
"MCTP2",0.46016,10009,0.33543,5528
"MCTS1",0.96099,15384,0.034767,2797
"MCU",0.81238,13092,0.96374,16419
"MCUR1",0.81405,13111,0.15974,4093
"MDC1",0.52955,10735,0.69038,9655
"MDFI",0.1325,4976,0.83559,12517
"MDFIC",0.050102,2816,0.71601,10065
"MDGA1",0.034239,2322,0.89873,14333
"MDGA2",0.16752,5841,0.070994,3123
"MDH1",0.091105,3945,0.83494,12499
"MDH1B",0.17221,5959,0.85385,13040
"MDH2",0.99975,16970,0.00024921,1236
"MDK",0.1515,5481,0.95698,16192
"MDM1",0.0046898,588,0.89294,14146
"MDM2",0.7582,12464,0.036164,2807
"MDM4",0.99494,16317,0.016323,2408
"MDN1",1,17765,2.3119e-06,281
"MDP1",0.16415,5752,0.84523,12791
"ME1",0.21816,6688,0.83122,12408
"ME2",0.36025,8589,0.094047,3337
"ME3",0.053516,2926,0.98357,17163
"MEA1",0.94914,15165,0.69255,9687
"MEAF6",0.078275,3611,0.080391,3211
"MECOM",0.00099587,230,0.9712,16707
"MECP2",0.45776,9972,0.8899,14045
"MECR",0.99999,17593,9.4167e-06,481
"MED1",0.99995,17285,5.231e-05,863
"MED10",0.87486,13971,0.0060864,2089
"MED11",0.99964,16903,5.8325e-05,884
"MED12",0.92585,14777,0.00014432,1102
"MED12L",0.055578,2989,0.44129,6971
"MED13",0.84954,13576,0.0029671,1927
"MED13L",0.88523,14138,0.89899,14341
"MED14",0.99934,16778,0.00066106,1517
"MED15",0.99385,16255,0.023701,2603
"MED16",0.99858,16614,0.00019368,1177
"MED17",0.94094,15023,0.0020776,1854
"MED18",0.99999,17588,9.805e-06,488
"MED19",0.99928,16757,0.00072431,1548
"MED20",0.99986,17093,0.00014232,1098
"MED21",0.99642,16399,0.0076541,2168
"MED22",0.99997,17398,3.047e-05,726
"MED23",0.65414,11592,5.1274e-06,379
"MED24",0.99999,17579,1.0591e-05,499
"MED25",0.98484,15935,0.060359,3021
"MED26",0.99999,17607,8.5929e-06,465
"MED27",1,17900,2.9626e-07,120
"MED28",0.95441,15268,0.0086597,2192
"MED29",0.99898,16681,0.0010165,1637
"MED30",0.99982,17043,0.00018052,1157
"MED31",0.99999,17671,5.3515e-06,391
"MED4",0.99898,16680,0.00079153,1574
"MED6",0.99998,17495,1.7393e-05,606
"MED7",0.96569,15496,0.026411,2670
"MED8",0.97894,15779,0.0037895,1973
"MED9",0.76404,12523,0.0070269,2142
"MEDAG",0.55584,10887,0.1016,3414
"MEF2A",0.87984,14055,0.27802,4910
"MEF2B",0.99949,16842,1.7069e-06,249
"MEF2BNB",0.99995,17287,5.2143e-05,861
"MEF2C",0.58177,11060,0.90623,14544
"MEF2D",0.97066,15595,0.36119,5858
"MEFV",0.73317,12227,0.85003,12935
"MEGF10",0.60467,11227,0.8742,13610
"MEGF11",0.094658,4035,0.46513,7309
"MEGF6",0.031198,2145,0.74506,10555
"MEGF8",0.38288,8903,0.95215,16028
"MEGF9",0.012106,1068,0.87422,13611
"MEI1",0.018823,1466,0.93365,15404
"MEI4",0.045379,2692,0.6819,9499
"MEIG1",0.30539,7825,0.74482,10552
"MEIOB",0.99708,16450,0.014456,2362
"MEIS1",0.015559,1268,0.9943,17632
"MEIS2",0.42951,9543,0.52837,7895
"MEIS3",0.73371,12235,0.44377,7004
"MELK",0.15354,5521,0.7981,11598
"MEMO1",0.2951,7700,0.84762,12866
"MEN1",0.99243,16197,0.0051012,2048
"MEOX1",0.11971,4641,0.54572,8033
"MEOX2",0.41484,9342,0.38239,6128
"MEP1A",0.89006,14206,0.86362,13307
"MEP1B",0.86339,13801,0.77273,11079
"MEPCE",1,17845,7.5704e-07,187
"MEPE",0.17072,5925,0.93168,15351
"MERTK",0.0077896,792,0.99605,17710
"MESDC1",0.23669,6935,0.89701,14281
"MESDC2",0.99933,16775,5.5715e-05,872
"MESP1",0.40532,9219,0.59198,8441
"MESP2",0.33624,8228,0.75295,10706
"MEST",0.44868,9833,0.8311,12404
"MET",0.05468,2963,0.96767,16560
"METAP1",0.15328,5517,0.46894,7356
"METAP1D",0.38979,8991,0.38429,6154
"METAP2",0.99772,16504,0.0021501,1861
"METRN",0.018712,1459,0.77999,11220
"METRNL",0.068997,3371,0.63365,8896
"METTL1",0.9953,16338,0.060044,3017
"METTL10",0.69555,11908,0.89256,14133
"METTL11B",0.39431,9072,0.89317,14154
"METTL12",0.85065,13592,0.21095,4442
"METTL13",0.98858,16054,0.50493,7729
"METTL14",0.99548,16348,0.00095107,1625
"METTL15",0.7811,12722,0.14366,3893
"METTL16",0.99999,17577,1.0684e-05,501
"METTL17",0.99988,17120,0.00012338,1061
"METTL18",0.10326,4250,0.30925,5241
"METTL20",0.17798,6096,0.88586,13928
"METTL21A",0.082578,3723,0.47522,7471
"METTL21B",0.1703,5911,0.98922,17408
"METTL21C",0.0092695,881,0.98798,17360
"METTL22",0.37435,8794,0.89666,14271
"METTL23",0.99896,16675,1.0887e-05,505
"METTL24",0.3202,8019,0.88265,13821
"METTL25",0.0090666,868,0.98491,17220
"METTL3",0.99998,17516,1.5421e-05,577
"METTL4",0.35527,8516,0.90587,14535
"METTL5",0.88193,14091,0.077465,3172
"METTL6",0.097612,4107,0.30873,5236
"METTL7A",0.95401,15262,0.16647,4186
"METTL7B",0.026576,1874,0.82179,12132
"METTL9",0.69265,11887,0.31425,5281
"MEX3A",0.72973,12201,0.5074,7744
"MEX3B",0.62883,11397,0.79377,11514
"MEX3C",0.29724,7722,0.82822,12317
"MEX3D",0.34537,8360,0.11826,3596
"MFAP1",0.9959,16370,0.017729,2452
"MFAP2",0.26805,7344,0.85006,12937
"MFAP3",0.44926,9844,0.8127,11909
"MFAP3L",0.0077944,793,0.75329,10716
"MFAP4",0.95338,15253,0.5858,8375
"MFAP5",0.94562,15110,0.31177,5265
"MFF",0.93568,14936,0.12133,3626
"MFGE8",0.35219,8467,0.8171,12013
"MFHAS1",0.32388,8059,0.82003,12090
"MFI2",0.0029225,464,0.82537,12228
"MFN1",0.78728,12788,0.72569,10225
"MFN2",0.99991,17193,8.9025e-05,977
"MFNG",0.45416,9916,0.85566,13087
"MFRP",0.36166,8613,0.33507,5517
"MFSD1",0.052717,2895,0.89085,14074
"MFSD10",0.11211,4456,0.55741,8131
"MFSD11",0.42483,9473,0.50022,7687
"MFSD12",0.055053,2975,0.97679,16906
"MFSD2A",0.74372,12336,0.057501,2992
"MFSD2B",0.45536,9932,0.49936,7680
"MFSD3",0.6924,11884,0.34114,5603
"MFSD4",0.83542,13371,0.18359,4272
"MFSD5",0.95875,15351,0.72003,10131
"MFSD6",0.16765,5844,0.76742,10980
"MFSD6L",0.13131,4950,0.77251,11075
"MFSD7",0.39303,9049,0.81823,12041
"MFSD8",0.16934,5895,0.43716,6907
"MFSD9",0.47943,10283,0.95408,16094
"MGA",3.2491e-07,19,1,17996
"MGAM",0.038296,2474,0.17075,4225
"MGARP",0.020489,1568,0.94432,15764
"MGAT1",0.9862,15972,0.0033879,1948
"MGAT2",0.99937,16794,0.0006251,1497
"MGAT3",0.0018772,350,0.9606,16317
"MGAT4A",0.094709,4038,0.12653,3687
"MGAT4B",0.89527,14285,0.83748,12570
"MGAT4C",0.93576,14938,0.58401,8363
"MGAT5",0.76159,12495,0.36746,5935
"MGAT5B",0.58093,11053,0.30599,5208
"MGEA5",0.95636,15309,0.045869,2882
"MGLL",0.020894,1587,0.89826,14319
"MGME1",0.032183,2192,0.6748,9404
"MGMT",0.24139,6986,0.80609,11758
"MGP",0.84411,13489,0.55394,8104
"MGRN1",0.036128,2406,0.88458,13879
"MGST1",0.49004,10434,0.44058,6960
"MGST2",0.90033,14371,0.85128,12963
"MGST3",0.0090144,864,0.86459,13337
"MIA",0.11275,4478,0.79597,11551
"MIA2",0.1121,4455,0.78623,11362
"MIA3",0.98649,15978,0.29411,5068
"MIB1",0.14428,5301,0.80333,11699
"MIB2",0.16717,5832,0.57251,8252
"MICA",0.021553,1618,0.76325,10904
"MICAL1",0.26295,7279,0.95641,16174
"MICAL2",0.028726,2001,0.97302,16779
"MICAL3",0.42644,9497,0.72583,10227
"MICALCL",0.17289,5977,0.69374,9711
"MICALL1",0.45706,9958,0.38225,6126
"MICALL2",0.88739,14162,0.20409,4391
"MICB",0.49756,10538,0.016812,2425
"MICU1",0.14184,5232,0.78276,11280
"MICU2",0.98855,16052,0.15872,4086
"MICU3",0.38289,8904,0.17941,4262
"MID1",0.27627,7456,0.94907,15922
"MID1IP1",0.1046,4280,0.94225,15696
"MID2",0.027121,1908,0.82371,12191
"MIDN",0.48417,10358,0.98413,17185
"MIEF1",0.80971,13054,0.93957,15608
"MIEF2",0.30946,7881,0.9588,16259
"MIEN1",0.96161,15395,0.81283,11916
"MIER1",0.023636,1730,0.64782,9056
"MIER2",0.15484,5546,0.81024,11844
"MIER3",0.0045927,582,0.91298,14733
"MIF",0.86559,13836,0.38861,6214
"MIF4GD",0.872,13939,0.79409,11523
"MIIP",0.94115,15026,0.58824,8398
"MINA",0.16511,5779,0.92534,15142
"MINK1",0.17219,5958,0.75169,10685
"MINOS1",0.98631,15975,0.013689,2340
"MINPP1",0.14833,5403,0.24051,4628
"MIOS",0.99983,17058,0.0001719,1142
"MIOX",0.17409,6006,0.80696,11774
"MIP",0.4215,9439,0.3994,6366
"MIPEP",0.99923,16743,0.00076653,1562
"MIPOL1",0.48364,10354,0.67903,9462
"MIS12",0.99999,17667,5.4136e-06,395
"MIS18A",0.85783,13703,0.016289,2407
"MIS18BP1",0.98847,16050,0.037801,2816
"MISP",0.98955,16087,0.018208,2471
"MITD1",0.57086,10993,0.079787,3202
"MITF",0.86328,13796,0.80206,11666
"MIXL1",0.72502,12167,0.074618,3148
"MKI67",0.87789,14033,0.49788,7673
"MKKS",0.0056742,653,0.96171,16355
"MKL1",0.19203,6333,0.90048,14381
"MKL2",0.33336,8192,0.70057,9815
"MKLN1",0.97099,15604,0.0047086,2023
"MKNK1",0.66674,11691,0.68586,9573
"MKNK2",0.22156,6738,0.72317,10182
"MKRN1",0.44784,9821,0.86477,13342
"MKRN2",0.24752,7072,0.8191,12069
"MKRN3",0.031141,2142,0.65017,9080
"MKS1",0.69272,11889,0.4643,7296
"MKX",0.34844,8402,0.92687,15189
"MLANA",0.23029,6852,0.76074,10862
"MLC1",0.43745,9672,0.93947,15604
"MLEC",0.85415,13645,0.39154,6261
"MLF1",0.20553,6537,0.67992,9473
"MLF2",0.18643,6262,0.69568,9742
"MLH1",0.36877,8709,0.92526,15141
"MLH3",0.78891,12811,0.7891,11417
"MLIP",0.2684,7350,0.8398,12625
"MLKL",0.48426,10360,0.73671,10417
"MLLT1",0.83555,13374,0.048303,2906
"MLLT10",0.34298,8335,0.61877,8724
"MLLT11",0.85804,13708,0.11463,3559
"MLLT3",0.039212,2498,0.512,7776
"MLLT4",0.023174,1705,0.9902,17449
"MLLT6",0.85451,13654,0.72309,10181
"MLN",0.29535,7705,0.91623,14842
"MLNR",0.059646,3109,0.92897,15253
"MLPH",0.72692,12181,0.82117,12116
"MLST8",0.99996,17328,4.3406e-05,803
"MLX",0.9862,15973,0.1245,3663
"MLXIPL",0.83209,13338,0.39598,6317
"MLYCD",0.46478,10074,0.56741,8210
"MMAA",0.82813,13283,0.27535,4889
"MMAB",0.24446,7036,0.94385,15749
"MMACHC",0.21005,6593,0.6316,8875
"MMADHC",0.15324,5516,0.71912,10114
"MMD",0.97847,15767,0.093781,3335
"MMD2",0.45219,9887,0.9314,15343
"MME",0.11559,4548,0.39098,6257
"MMEL1",0.20208,6484,0.30109,5151
"MMGT1",0.98334,15898,0.013935,2348
"MMP1",0.023632,1729,0.99689,17757
"MMP10",0.4558,9941,0.93676,15509
"MMP11",0.87653,14008,0.10323,3430
"MMP13",0.026337,1862,0.82683,12277
"MMP14",0.97302,15641,0.32223,5364
"MMP15",0.14236,5247,0.90642,14548
"MMP16",0.27272,7404,0.84307,12723
"MMP17",0.43837,9688,0.74235,10516
"MMP19",0.73326,12229,0.7974,11582
"MMP2",0.00045252,131,0.99955,17941
"MMP20",0.12775,4866,0.72967,10298
"MMP21",0.42958,9544,0.93849,15571
"MMP23B",0.88348,14112,0.4525,7144
"MMP24",0.13296,4993,0.54682,8042
"MMP25",0.31148,7903,0.1592,4088
"MMP26",0.67903,11782,0.71619,10067
"MMP27",0.14693,5367,0.42989,6804
"MMP28",0.33852,8259,0.95833,16243
"MMP3",0.22232,6749,0.83114,12405
"MMP7",0.028031,1965,0.46326,7284
"MMP8",0.27311,7414,0.89639,14259
"MMP9",0.053667,2932,0.74377,10537
"MMRN1",0.040457,2536,0.89065,14070
"MMRN2",0.54012,10795,0.8847,13885
"MMS19",0.99978,16992,9.0354e-05,978
"MMS22L",0.52481,10703,0.010689,2255
"MN1",0.085158,3785,0.91817,14893
"MNAT1",0.99509,16328,0.011146,2272
"MND1",0.11492,4531,0.77392,11099
"MNDA",0.22456,6781,0.91141,14683
"MNS1",0.94699,15128,0.637,8935
"MNT",0.99959,16878,0.00041192,1365
"MNX1",0.6477,11539,0.15114,3985
"MOAP1",0.11393,4507,0.35151,5729
"MOB1A",0.38563,8942,0.33364,5505
"MOB1B",0.86351,13802,0.90757,14575
"MOB2",0.29673,7716,0.87203,13551
"MOB3A",0.49396,10488,0.92229,15036
"MOB3B",0.47545,10222,0.82909,12344
"MOB3C",0.16085,5689,0.93931,15602
"MOB4",0.99438,16287,0.0056162,2075
"MOBP",0.20075,6460,0.75783,10797
"MOCOS",0.17633,6056,0.55064,8073
"MOCS1",0.43216,9593,0.78299,11284
"MOCS2",0.22874,6829,0.55629,8121
"MOCS3",1,17983,1.2491e-08,31
"MOG",0.98691,15996,0.25662,4743
"MOGAT1",0.069535,3389,0.17696,4249
"MOGAT2",0.8991,14347,0.51563,7798
"MOGAT3",0.87593,13999,0.44602,7041
"MOGS",0.80035,12948,0.00015986,1123
"MOK",0.15868,5640,0.22286,4514
"MON1A",0.907,14484,0.73976,10472
"MON1B",0.0082278,820,0.98043,17029
"MON2",0.99965,16905,0.00035482,1328
"MORC1",0.056932,3038,0.76145,10873
"MORC2",0.80657,13021,0.38495,6160
"MORC3",0.79537,12894,0.0017424,1801
"MORC4",0.00060321,159,0.99907,17899
"MORF4L1",0.99783,16513,0.0021683,1863
"MORF4L2",0.82099,13193,0.45437,7173
"MORN1",0.88023,14059,0.71864,10105
"MORN2",0.070316,3415,0.32665,5411
"MORN3",0.39441,9073,0.90402,14483
"MORN4",0.97561,15707,0.29013,5034
"MORN5",0.89179,14230,0.85676,13126
"MOS",0.31044,7893,0.41435,6570
"MOSPD1",5.1845e-05,58,0.91855,14912
"MOSPD2",0.62277,11361,0.9,14371
"MOSPD3",0.11005,4403,0.5114,7771
"MOV10",0.4663,10097,0.77672,11152
"MOV10L1",0.55104,10854,0.76611,10957
"MOXD1",0.45194,9882,0.74824,10622
"MPC1",0.0036414,522,0.92567,15159
"MPC2",2.2029e-05,43,0.99998,17979
"MPDU1",1,17820,1.0394e-06,213
"MPDZ",0.011479,1031,0.73592,10408
"MPEG1",0.42688,9506,0.6917,9671
"MPG",0.0066271,715,0.81386,11937
"MPHOSPH10",0.39116,9019,0.0092455,2212
"MPHOSPH6",0.983,15887,0.012298,2304
"MPHOSPH8",0.8884,14177,0.0267,2674
"MPHOSPH9",0.39286,9044,0.36786,5942
"MPI",0.99983,17055,0.00017326,1144
"MPL",0.1266,4833,0.77683,11155
"MPLKIP",0.33353,8194,0.81138,11876
"MPND",0.17345,5990,0.070889,3120
"MPO",0.46264,10037,0.30762,5222
"MPP1",0.61399,11297,0.7494,10649
"MPP2",0.76416,12525,0.30097,5150
"MPP3",0.73835,12285,0.25405,4725
"MPP4",0.95457,15271,0.84437,12766
"MPP5",0.93102,14849,0.86751,13419
"MPP6",0.26056,7248,0.37905,6091
"MPP7",0.0062636,696,0.63459,8906
"MPPE1",0.62659,11385,0.082057,3228
"MPPED1",0.65892,11637,0.44692,7063
"MPPED2",0.083636,3750,0.99254,17560
"MPRIP",0.3112,7900,0.1668,4191
"MPST",0.23314,6893,0.94708,15853
"MPV17",0.32833,8116,0.25446,4729
"MPV17L",0.89391,14262,0.25416,4726
"MPV17L2",0.92445,14758,0.44569,7037
"MPZ",0.96926,15566,0.82119,12117
"MPZL1",0.4767,10245,0.94439,15769
"MPZL2",0.14499,5320,0.71969,10124
"MPZL3",0.47077,10155,0.21636,4472
"MR1",0.31749,7990,0.37037,5979
"MRAP",0.18295,6203,0.31108,5260
"MRAP2",0.1212,4689,0.59453,8462
"MRAS",0.086466,3816,0.62615,8810
"MRC1",0.058991,3094,0.95489,16124
"MRC2",0.021771,1626,0.86666,13389
"MRE11A",0.99018,16107,0.0010784,1656
"MREG",0.17668,6068,0.95789,16221
"MRFAP1",0.31842,8003,0.93043,15309
"MRFAP1L1",0.0026589,439,0.99734,17793
"MRGBP",0.99643,16401,8.6223e-05,969
"MRGPRD",0.97539,15698,0.062088,3036
"MRGPRE",0.092206,3967,0.92125,14997
"MRGPRF",0.60795,11253,0.9133,14744
"MRGPRG",0.11808,4602,0.84029,12641
"MRGPRX1",0.24899,7101,0.96794,16573
"MRGPRX2",0.10256,4232,0.77769,11179
"MRGPRX3",0.13822,5125,0.38777,6199
"MRGPRX4",0.28398,7551,0.86696,13400
"MRI1",0.42541,9482,0.81075,11856
"MRM1",0.90184,14397,0.31884,5331
"MRO",0.72449,12164,0.62415,8784
"MROH1",0.7957,12898,0.71113,9981
"MROH2B",0.74308,12333,0.42823,6776
"MROH6",0.95846,15346,0.42119,6678
"MROH7",0.12842,4880,0.54625,8038
"MROH9",0.15684,5597,0.1565,4056
"MRP63",0.99999,17573,7.6899e-06,451
"MRPL1",0.15523,5560,0.52235,7860
"MRPL10",0.99795,16528,0.0020504,1851
"MRPL11",0.9686,15551,4.9848e-05,841
"MRPL12",0.99998,17436,2.4568e-05,677
"MRPL13",0.73659,12264,0.0012556,1701
"MRPL14",0.85642,13684,0.00011318,1035
"MRPL15",0.47222,10175,0.0058004,2081
"MRPL16",0.80687,13025,0.00066279,1519
"MRPL17",0.99997,17378,3.3885e-05,747
"MRPL18",0.98409,15912,0.00083499,1590
"MRPL19",0.99995,17313,4.7575e-05,824
"MRPL2",0.21068,6601,0.0013311,1713
"MRPL20",0.9404,15012,2.9871e-05,723
"MRPL21",1,17802,5.8234e-07,162
"MRPL22",0.99999,17590,9.7122e-06,486
"MRPL23",0.9282,14808,0.00062172,1496
"MRPL24",0.94996,15184,0.001773,1811
"MRPL27",0.99984,17067,0.00016367,1130
"MRPL28",0.97264,15634,0.00030617,1285
"MRPL3",0.55502,10881,0.024093,2616
"MRPL30",0.48121,10317,0.032581,2779
"MRPL32",0.86184,13771,0.014372,2358
"MRPL33",0.38253,8898,0.23674,4608
"MRPL34",1,17725,3.3991e-06,326
"MRPL35",0.99196,16182,0.00060763,1493
"MRPL36",0.99979,17002,0.00021102,1198
"MRPL37",0.94019,15007,0.00034577,1315
"MRPL38",1,17794,1.5078e-06,240
"MRPL39",0.82835,13288,0.00022165,1209
"MRPL4",0.99999,17567,1.1284e-05,513
"MRPL40",0.99759,16488,0.0017151,1796
"MRPL41",0.99987,17108,0.00013175,1077
"MRPL42",0.98442,15923,0.0021846,1867
"MRPL43",0.96253,15412,0.00015301,1113
"MRPL44",1,17748,2.7845e-06,299
"MRPL45",0.27994,7504,0.013134,2325
"MRPL46",0.99998,17501,1.6883e-05,597
"MRPL47",1,17825,9.5459e-07,208
"MRPL48",0.99888,16661,0.0010732,1654
"MRPL49",0.99997,17429,2.5602e-05,687
"MRPL50",0.99981,17031,0.0001864,1168
"MRPL51",0.99994,17253,6.3371e-05,900
"MRPL52",0.32945,8135,1.9458e-05,630
"MRPL53",1,17690,4.5642e-06,363
"MRPL54",0.99814,16552,0.00085176,1592
"MRPL55",1,17858,6.6055e-07,171
"MRPL9",0.99995,17311,4.8121e-05,826
"MRPS10",0.99448,16294,0.004467,2011
"MRPS11",0.99967,16920,0.00033156,1303
"MRPS12",1,17896,3.2815e-07,127
"MRPS14",0.95241,15224,0.0022131,1874
"MRPS15",0.99901,16691,0.00093822,1623
"MRPS16",1,17693,4.6891e-06,368
"MRPS17",0.74251,12327,0.0081751,2179
"MRPS18A",1,17969,3.4537e-08,48
"MRPS18B",1,17859,6.5613e-07,170
"MRPS18C",0.99638,16396,0.001792,1814
"MRPS2",0.9995,16847,0.0004972,1425
"MRPS21",1,17879,4.4878e-07,147
"MRPS22",0.95513,15283,0.0011292,1668
"MRPS23",0.99941,16807,0.00058666,1477
"MRPS24",0.99997,17425,2.603e-05,691
"MRPS25",1,17824,9.6263e-07,209
"MRPS26",0.99998,17509,1.6118e-05,587
"MRPS27",0.99999,17681,5.1415e-06,380
"MRPS28",0.51137,10631,0.0005206,1438
"MRPS30",0.98182,15852,0.0049716,2037
"MRPS31",0.94638,15117,0.0065434,2112
"MRPS33",0.99965,16911,0.00034877,1318
"MRPS34",0.99997,17410,2.8114e-05,710
"MRPS35",0.99982,17044,0.00018042,1156
"MRPS36",0.76561,12539,0.067181,3077
"MRPS5",0.98865,16058,0.017901,2458
"MRPS6",0.99999,17564,1.1389e-05,516
"MRPS7",0.99998,17455,2.1966e-05,651
"MRPS9",0.69797,11933,0.048494,2911
"MRRF",0.92616,14781,0.12138,3627
"MRS2",0.90443,14440,0.70049,9813
"MRTO4",0.99085,16131,0.030757,2749
"MRVI1",0.25323,7153,0.75011,10655
"MS4A1",0.89381,14260,0.42054,6674
"MS4A10",0.29485,7696,0.79401,11521
"MS4A12",0.36875,8708,0.82934,12349
"MS4A13",0.0083553,822,0.45787,7208
"MS4A14",0.012508,1086,0.67773,9437
"MS4A15",0.7896,12822,0.99256,17561
"MS4A2",0.45981,10001,0.60931,8625
"MS4A3",0.24262,7002,0.57838,8305
"MS4A4A",0.097739,4110,0.94257,15705
"MS4A5",0.52968,10736,0.62415,8783
"MS4A6A",0.18265,6198,0.30488,5199
"MS4A6E",0.064798,3265,0.67672,9430
"MS4A7",0.17121,5935,0.51665,7812
"MS4A8",0.81785,13157,0.82939,12352
"MSANTD1",0.12849,4884,0.76184,10879
"MSANTD2",0.11884,4625,0.89143,14095
"MSANTD3",0.98505,15941,0.22887,4555
"MSANTD4",0.14858,5413,0.42236,6691
"MSC",0.096097,4068,0.98535,17243
"MSGN1",0.15423,5531,0.32667,5413
"MSH2",0.46382,10052,0.42846,6781
"MSH3",0.28876,7615,0.7857,11350
"MSH4",0.35015,8429,0.16771,4204
"MSH5",0.53943,10792,0.41033,6509
"MSH6",0.23888,6956,0.41785,6628
"MSI1",0.0058296,666,0.69344,9705
"MSI2",0.99991,17179,9.3265e-05,988
"MSL1",0.40846,9251,0.045751,2880
"MSL2",0.86875,13884,0.034247,2794
"MSL3",0.013357,1127,0.98924,17409
"MSLN",0.1012,4195,0.75946,10833
"MSMB",0.45525,9929,0.9101,14646
"MSMO1",0.99837,16579,0.005419,2063
"MSMP",0.031796,2170,0.81434,11952
"MSN",0.0919,3961,0.819,12066
"MSR1",0.061749,3172,0.61115,8641
"MSRA",0.0011095,243,0.9307,15325
"MSRB1",0.33674,8233,0.3688,5957
"MSRB2",0.27951,7499,0.30193,5157
"MSRB3",0.053071,2906,0.83722,12564
"MSS51",0.0070808,747,0.95471,16116
"MST1",0.77173,12605,0.20308,4389
"MST1R",0.014597,1209,0.827,12281
"MST4",0.15426,5532,0.83594,12531
"MSTN",0.2581,7211,0.97359,16796
"MSTO1",0.80494,12998,0.019011,2493
"MSX1",0.68674,11831,0.86597,13371
"MSX2",0.58315,11073,0.7721,11065
"MT1A",0.98133,15837,0.018668,2480
"MT1B",0.88126,14072,0.020811,2548
"MT1E",0.98783,16028,0.012168,2299
"MT1F",0.99167,16170,0.0083297,2183
"MT1H",0.80103,12953,0.19897,4362
